names,dates,ratings,site
Dead Walking,2012-01-03,K+,ffnet
The Easy Way Out,2012-01-29,M,ffnet
Missing,2012-01-28,T,ffnet
You Too Can Be A Magical Girl!,2012-01-27,K+,ffnet
Blessed,2012-01-23,T,ffnet
Memory,2012-01-23,T,ffnet
Strawberry Filling,2012-01-22,T,ffnet
Inevitability,2012-01-19,K,ffnet
The Unicorn With The Violin,2012-01-17,T,ffnet
Kill It,2012-01-15,T,ffnet
Hypotheticals,2012-01-12,T,ffnet
"Puella Magi Sassy, Gay Magica",2012-01-10,T,ffnet
Tomorrow,2012-01-09,K+,ffnet
One of Those Days,2012-01-09,K+,ffnet
False Accusations,2012-01-08,T,ffnet
Times Like These,2012-01-03,T,ffnet
"My Love, My Life",2011-09-01,T,ffnet
Losers and Rifles,2012-01-02,K+,ffnet
Dear Diary,2011-06-01,T,ffnet
Lives Like Dragonflies,2011-12-24,T,ffnet
What Could Have Been,2011-12-30,T,ffnet
Rain,2011-12-30,K,ffnet
Bandages,2011-12-26,K+,ffnet
Thou Shalt Not Steal,2011-12-25,K+,ffnet
The Road to Hell,2011-12-21,K+,ffnet
Sweet Revenge,2011-12-19,M,ffnet
Greed and Grief,2011-12-19,K+,ffnet
Bem diferente de Card Captor Sakura,2011-12-16,K+,ffnet
Dinner Fiasco,2011-12-16,K+,ffnet
The Gift Of The Puella Magi,2011-12-14,K+,ffnet
chocolate chip,2011-12-13,T,ffnet
Enjoy The Silence,2011-12-12,M,ffnet
Scripted,2011-12-10,K+,ffnet
Arc Light,2011-12-09,T,ffnet
Laughter,2011-12-09,K,ffnet
Leaves and the Amusement They Bring,2011-12-08,K+,ffnet
Holiday Cheer,2011-12-08,T,ffnet
If Tomorrow Is The Last Day,2011-12-06,T,ffnet
Is this really the end?,2011-12-05,K+,ffnet
Trust Me,2011-12-05,T,ffnet
kamikaze,2011-12-04,T,ffnet
The Better Half,2011-12-04,T,ffnet
oil on canvas,2011-12-03,K+,ffnet
Pest Control,2011-12-01,T,ffnet
Puella Magi Hakona Magica,2011-11-28,M,ffnet
Perpetual Probability,2011-11-14,T,ffnet
and everything went better than expected,2011-11-30,K+,ffnet
Puella Magi Destiny Magica,2011-11-30,T,ffnet
Everything,2011-11-28,K+,ffnet
A Fine Line Between,2011-11-23,K+,ffnet
"Troubled Teamwork, Confused Confessions",2011-11-23,T,ffnet
Too Late,2011-11-23,T,ffnet
Against Destiny,2011-05-29,T,ffnet
A Melody for You,2011-11-18,T,ffnet
Empty Ache,2011-11-18,T,ffnet
tears dry on their own,2011-11-18,K,ffnet
Scatterbrain,2011-11-17,T,ffnet
Phylactery,2011-11-15,K+,ffnet
Stay,2011-11-14,K,ffnet
KyoSaya Going Under,2011-11-14,K,ffnet
School De Life,2011-06-20,T,ffnet
Bolehkah?,2011-11-11,K+,ffnet
Sakura kyouko,2011-11-11,K,ffnet
Repeat,2011-09-15,K+,ffnet
"Songs of Hope, Songs of Despair",2011-07-28,T,ffnet
Ribbons,2011-11-09,T,ffnet
This Isn't Love,2011-11-08,T,ffnet
MamixHomura Triple Hitter,2011-10-19,T,ffnet
Benefits,2011-11-05,T,ffnet
HomuraDawg's Rap,2011-10-30,T,ffnet
Walpurgis Night,2011-10-26,K,ffnet
"Thank You, Dearest Madoka",2011-10-25,K,ffnet
Someone like her,2011-10-23,K+,ffnet
A Cursive Memory,2011-10-22,T,ffnet
"The universe, according to Homura and Kyubey",2011-10-11,K+,ffnet
Golden Flickers,2011-10-20,K,ffnet
Small Miracles,2011-10-16,T,ffnet
Solitary Celebration,2011-10-16,K,ffnet
The Sorrows of Young Charlotte,2011-10-15,T,ffnet
Poison,2011-10-14,K,ffnet
Love Me Do,2011-10-12,T,ffnet
Culpa,2011-10-12,K+,ffnet
Dynamics,2011-10-09,T,ffnet
A different universe,2011-09-25,T,ffnet
Bound to Fall,2011-10-09,T,ffnet
Verae Amicitiae Sempiternae Sunt,2011-10-06,T,ffnet
Fragments of a Goddess,2011-10-06,M,ffnet
True Magic,2011-10-05,T,ffnet
In My Dreams,2011-10-03,K,ffnet
What Would You Do?,2011-10-02,K+,ffnet
Guidance,2011-10-02,K+,ffnet
A Witch's Voice,2011-05-10,K+,ffnet
Apostle,2011-10-01,K+,ffnet
A Series of Bloomers,2011-09-29,K,ffnet
"My Best Friend, Homura",2011-09-29,T,ffnet
Unconditionally,2011-09-28,T,ffnet
The Studio,2011-09-26,T,ffnet
Again,2011-09-20,K+,ffnet
Scar,2011-09-19,T,ffnet
All I Need,2011-09-18,K+,ffnet
Captured Rapture,2011-09-18,K,ffnet
Sayaka Love Fest Short Fic Collection,2011-09-16,T,ffnet
The Smile of a Goddess,2011-09-15,T,ffnet
Witch Hunter,2011-09-09,K,ffnet
Yandere,2011-09-08,M,ffnet
Playing With Evil,2011-09-07,M,ffnet
Maiden of Hopelessness,2011-09-06,K+,ffnet
"Más que un sueño, un sentimiento",2011-09-05,K,ffnet
Want To Be Close,2011-09-05,T,ffnet
for your sake,2011-09-04,T,ffnet
Last Requests,2011-03-12,T,ffnet
The archer,2011-09-03,M,ffnet
No Love Lost,2011-09-02,T,ffnet
Gelato with sprinkles,2011-09-01,T,ffnet
Nighttime Hunger,2011-08-28,M,ffnet
To Save a Life,2011-07-17,T,ffnet
The Girl Who Doesn't Exist,2011-08-26,K+,ffnet
Puella Magi Homura Magica,2011-08-21,T,ffnet
My Innocence,2011-08-22,T,ffnet
Coming Home,2011-08-18,K+,ffnet
Asymmetry,2011-08-15,T,ffnet
Magical Nightmare,2011-08-14,K+,ffnet
Stars and Fireworks in the Night Sky,2011-08-14,T,ffnet
A Quiet Toast,2011-08-12,K+,ffnet
Cassandra,2011-08-09,K+,ffnet
A Witch's Kiss,2011-08-08,K+,ffnet
Completa Idiota,2011-08-05,K,ffnet
"Por mim, você lutava",2011-08-05,K+,ffnet
Hooded,2011-08-05,K+,ffnet
Homura's Encyclopedia of Witches,2011-03-12,T,ffnet
super perfundo on the early eve of your day,2011-08-02,K+,ffnet
Puella Elysium Madoka Divinitas,2011-06-10,T,ffnet
Variations on a Wish,2011-07-29,K+,ffnet
PMMM: The Chronicles of Magic Knights,2011-04-30,T,ffnet
Confused,2011-06-27,K+,ffnet
Rolling Thunder,2011-07-27,T,ffnet
phantasmagoria,2011-07-26,T,ffnet
The Parable of the Madwoman,2011-07-26,T,ffnet
Repeat,2011-07-21,T,ffnet
Motivos,2011-07-21,K+,ffnet
Rise and Fall of Charlotte,2011-07-20,T,ffnet
Rewind,2011-07-16,M,ffnet
The Big Ball of Despair,2011-07-15,T,ffnet
The White Cat,2011-07-13,K+,ffnet
Devil's Game,2011-07-12,K,ffnet
Acceleration,2011-07-09,T,ffnet
Not Another Pyrrhic Victory,2011-03-28,T,ffnet
The Waiting Game,2011-07-07,K+,ffnet
PreSchool,2011-07-06,K+,ffnet
Childish Antics,2011-07-06,K,ffnet
Junko Kaname,2011-06-30,T,ffnet
Bullseye,2011-07-03,T,ffnet
Tales of Homura's Harem,2011-07-03,T,ffnet
Return,2011-07-01,T,ffnet
For You,2011-07-01,T,ffnet
A Hell Out of Heaven A Heaven Out of Hell,2011-02-28,T,ffnet
Target,2011-06-09,K+,ffnet
Pink Fletching,2011-04-24,T,ffnet
Room 666,2011-06-25,M,ffnet
Puella Magi,2011-06-24,M,ffnet
Unworthy,2011-06-24,M,ffnet
Absence,2011-06-21,K+,ffnet
Elegante Soledad,2011-06-23,K+,ffnet
Tertinggalkan,2011-06-22,T,ffnet
A Ripple Through Time,2011-05-10,M,ffnet
You Were Never Alone,2011-06-21,M,ffnet
Una vez más,2011-06-20,K,ffnet
Late to the dance,2011-06-20,T,ffnet
Skills,2011-06-10,K+,ffnet
Memories From Mitakihara,2011-06-18,K+,ffnet
The TellTale Heart of Madoka Kaname,2011-06-17,M,ffnet
Avant d'être amies,2011-06-16,K+,ffnet
Alpha and Omega,2011-06-16,T,ffnet
Kyouko Goes Dental,2011-06-15,T,ffnet
Dream,2011-06-10,T,ffnet
Final feliz,2011-06-14,K,ffnet
I Promised,2011-06-13,T,ffnet
Optimal Outcome,2011-04-09,T,ffnet
Void,2011-06-12,T,ffnet
Sola,2011-06-11,K,ffnet
Sins,2011-06-10,T,ffnet
Quickest Lesson,2011-06-09,K+,ffnet
You Are Not Alone,2011-05-06,T,ffnet
Project 095AX,2011-06-06,T,ffnet
Puella Magica Warlock,2011-06-06,K+,ffnet
One Day You Will Be like Me,2011-06-05,K+,ffnet
Odyssey of the Black Knight,2011-05-18,T,ffnet
Healing Hands,2011-06-05,K+,ffnet
Worth,2011-06-05,K,ffnet
Kyosuke,2011-06-04,T,ffnet
Ascension,2011-06-03,T,ffnet
Childish,2011-06-03,T,ffnet
Unwitty Poems for Madoka,2011-06-03,K,ffnet
Simple magic,2011-05-28,K,ffnet
MAHOU SHOUJO,2011-06-02,T,ffnet
When Puella Magis Cry,2011-05-19,T,ffnet
Save Me The Last Waltz,2011-05-21,T,ffnet
Similar Yet Different,2011-05-21,T,ffnet
Popular,2011-05-18,K,ffnet
Puella Parody,2011-05-07,T,ffnet
Prex Infans Sancti Hanabi,2011-05-18,T,ffnet
Light My Heart,2011-05-18,T,ffnet
A World Dyed Crimson,2011-05-18,T,ffnet
Memoirs of a Mentor,2011-05-17,T,ffnet
broken moonlight,2011-05-17,K+,ffnet
One day you'll thank me,2011-05-15,K,ffnet
To Hold You,2011-05-15,T,ffnet
The Calm after the Storm,2011-05-14,T,ffnet
Puella Consulti Madoka Magica,2011-05-12,T,ffnet
Let us Dance,2011-05-10,M,ffnet
Our Fallen Comrade,2011-05-09,K+,ffnet
Project 24601,2011-03-16,T,ffnet
Noche de concierto,2011-05-08,K,ffnet
La lumière au bout du tunnel,2011-05-06,K+,ffnet
the promise of a heartbeat,2011-05-06,K+,ffnet
Absolute Despair,2011-05-05,T,ffnet
Puella Sancta Marvelous Madoka,2011-05-03,T,ffnet
Embodiment of Hope and Despair,2011-05-02,T,ffnet
the road that speaks your name,2011-05-02,K,ffnet
Who knows time and who knows death,2011-05-02,T,ffnet
Recuerdos,2011-05-01,K+,ffnet
Puella Magi Kazuko Magica,2011-04-30,T,ffnet
Death of a Magical Girl,2011-04-30,T,ffnet
Dry Hands,2011-04-28,K,ffnet
What to Do When You Are Dead,2011-04-07,T,ffnet
Tea and Cake,2011-04-26,K+,ffnet
painted blind,2011-04-25,K,ffnet
All That Was and All That Will Be,2011-04-24,K,ffnet
Buki's Ladder,2011-04-23,T,ffnet
I am Homura Akemi,2011-04-22,M,ffnet
Roleplay Puella Game Madoka Magica,2011-04-21,T,ffnet
The Only Path Left: A Prediction,2011-04-13,M,ffnet
From AntiSue to SuperSue,2011-04-13,T,ffnet
Puella Magi Madoka Magica in,2011-03-09,K+,ffnet
Anything Worth Doing is Worth Doing Badly,2011-03-24,T,ffnet
A Little Touch of Red and Blue,2011-03-20,T,ffnet
Paraíso,2011-04-07,T,ffnet
For Now,2011-04-07,K,ffnet
Liebestraum,2011-04-06,K,ffnet
Asphodel,2011-04-06,K+,ffnet
Gretchen's Song,2011-04-04,T,ffnet
I Want The World To Stop,2011-04-03,K+,ffnet
Smile For Them,2011-04-03,T,ffnet
The Most Beautiful Thing In This World,2011-04-03,K+,ffnet
Change,2011-03-30,K,ffnet
Mami,2011-03-27,T,ffnet
End of the Line,2011-03-25,T,ffnet
Madoka,2011-03-23,T,ffnet
It Definitely Sucks to Be Alone,2011-03-23,T,ffnet
Acts of an Idiot,2011-03-22,K+,ffnet
Te protegeré,2011-03-22,K+,ffnet
Intermission,2011-03-20,T,ffnet
A Battle of Wills,2011-03-18,T,ffnet
träumend,2011-03-16,T,ffnet
The Second Law of Thermodynamics,2011-03-15,T,ffnet
Postgame Commentary,2011-03-15,T,ffnet
Heaven Is a Zombie Apocalypse,2011-03-09,T,ffnet
Just Desserts,2011-03-14,T,ffnet
Junto a ti,2011-03-13,K+,ffnet
Everyone Dies,2011-03-12,T,ffnet
Samsara,2011-03-09,K+,ffnet
All The Time In The World,2011-03-07,T,ffnet
Not alone,2011-03-06,K,ffnet
Human Obstacle,2011-03-06,T,ffnet
Peace in Madness,2011-03-06,T,ffnet
Rosebud,2011-03-05,K+,ffnet
Empty Stomach,2011-03-04,T,ffnet
Tenths of a Second,2011-03-03,T,ffnet
The Giant Kyubey Invasion,2011-03-02,T,ffnet
starstruck,2011-03-01,K,ffnet
The Only Constant,2011-02-28,T,ffnet
Madoka in Goethe's Faust narratives,2011-02-28,K,ffnet
Anything I want?,2011-02-28,K,ffnet
Wish,2011-02-27,T,ffnet
still alone,2011-02-26,K+,ffnet
Odds of Survival,2011-02-25,T,ffnet
off with her head,2011-02-25,T,ffnet
Puella Magi Madoka Magica: Homura's Goal,2011-02-25,T,ffnet
think about it,2011-02-22,K+,ffnet
Charlotte's Cuisine Critique,2011-02-22,T,ffnet
MsFaust's Trailer Grimoire,2023-07-09,Teen And Up Audiences,ao3
Over the Beauty Lost and Gone,2023-07-09,Teen And Up Audiences,ao3
Prism Universe Works,2023-07-09,Teen And Up Audiences,ao3
Finding the Best Part of Me,2023-07-09,Teen And Up Audiences,ao3
Mission for an Angel,2023-07-09,Teen And Up Audiences,ao3
Magical Girl Manager Quest [CYOA],2023-07-09,Teen And Up Audiences,ao3
frantic fanfic abominations,2023-07-09,Teen And Up Audiences,ao3
Visenya Magica: Tales Of The Blacks And Greens,2023-07-09,Mature,ao3
Madoka Kaname is a Magical Girl,2023-07-08,Explicit,ao3
Resonance Days,2023-07-08,Teen And Up Audiences,ao3
Garden of Earthly Delights,2023-07-08,Teen And Up Audiences,ao3
Toon City,2023-07-08,Teen And Up Audiences,ao3
Danse Macabre,2023-07-08,Not Rated,ao3
Magic and Abilities,2023-07-08,Teen And Up Audiences,ao3
Danganronpa EUROPA: Murders in Faeryland,2023-07-07,Teen And Up Audiences,ao3
To Be Reborn As a Witch,2023-07-07,General Audiences,ao3
Puella Magi Kiwami,2023-07-07,Teen And Up Audiences,ao3
Dissonance,2023-07-07,Mature,ao3
The Devil and Her Sinner,2023-07-06,Mature,ao3
In the Sky with You,2023-07-06,Explicit,ao3
By Girls Bereft of Future Vows,2023-07-06,Explicit,ao3
Saving the Bluenette,2023-07-06,Teen And Up Audiences,ao3
Fiction Ficlets,2023-07-05,Explicit,ao3
Utena’s Dark Desires,2023-07-05,Explicit,ao3
Connect,2023-07-05,Teen And Up Audiences,ao3
I want you,2023-07-05,General Audiences,ao3
Oasis,2023-07-05,Explicit,ao3
Blazing Star,2023-07-04,General Audiences,ao3
Clockwork and Gossamer,2023-07-04,Teen And Up Audiences,ao3
The Second Dream,2023-07-04,Teen And Up Audiences,ao3
World of Hearts: Linked As One,2023-07-03,Mature,ao3
A Garden Of Heliotrope And Pink Carnations.,2023-07-03,Not Rated,ao3
Vampire: The Masquerade - The Chosen,2023-07-03,Mature,ao3
Digital Goddess,2023-07-03,Teen And Up Audiences,ao3
Fulfilling the Cycle,2023-07-02,Explicit,ao3
blueberry pie,2023-07-02,General Audiences,ao3
The Magia Initiative,2023-07-02,Teen And Up Audiences,ao3
Hope's Private Secretary 3: Anima & Animus Apud Argenteus Armis,2023-07-02,Teen And Up Audiences,ao3
Eyes are a window to ones soul,2023-07-02,Mature,ao3
Little Mermaid,2023-07-02,Teen And Up Audiences,ao3
Ocean of Despair,2023-07-02,Not Rated,ao3
Toshiro High School,2023-07-01,General Audiences,ao3
First Dance: Queen's Gambit,2023-07-02,General Audiences,ao3
Yet Another Plot Bunny Hutch/Prompt Storage Area,2023-07-01,Not Rated,ao3
The rising decay of magicals,2023-07-01,Teen And Up Audiences,ao3
The Dragon's Modern Daily Life,2023-07-01,Teen And Up Audiences,ao3
Nothing's Black and White,2023-06-30,Teen And Up Audiences,ao3
Weaving a Path to Dawn,2023-06-30,Teen And Up Audiences,ao3
Locked Souls,2023-06-30,Teen And Up Audiences,ao3
AU Stories and Crossovers I Pray to Exist,2023-06-30,General Audiences,ao3
愛,2023-06-30,Teen And Up Audiences,ao3
a question of time,2023-06-29,Teen And Up Audiences,ao3
macaroni and lasagna (reqs open),2023-06-29,Teen And Up Audiences,ao3
Never Alone,2023-06-28,Mature,ao3
骗子和蠢货,2023-06-28,General Audiences,ao3
BlackCube01's Alphabet Character Elimination - Season A,2023-06-27,Teen And Up Audiences,ao3
anchored in the fog,2023-06-27,Teen And Up Audiences,ao3
Arniela and the World,2023-06-26,Teen And Up Audiences,ao3
The Miki Paradox,2023-06-26,Teen And Up Audiences,ao3
Under the Cherry Blossoms.,2023-06-26,General Audiences,ao3
Fandoms oneshot requests!!,2023-06-26,Not Rated,ao3
Assorted Puella Magi Shorts,2023-06-26,Teen And Up Audiences,ao3
a magical girls ballad,2023-06-25,General Audiences,ao3
Or the Sun Won't Ever Shine,2023-06-25,General Audiences,ao3
White Chrysanthemums are blooming.,2023-06-26,Teen And Up Audiences,ao3
Homura vs Rock,2023-06-25,General Audiences,ao3
A collection of poor decisions regarding magical girls,2023-06-24,Teen And Up Audiences,ao3
Notavit Regenerationem Sakura Magica,2023-06-23,Teen And Up Audiences,ao3
Puella Magi Mariko Magica,2023-06-23,Teen And Up Audiences,ao3
Cold warmth,2023-06-22,General Audiences,ao3
What to do when you reload in the wrong universe?,2023-06-22,Teen And Up Audiences,ao3
I won't become a Witch,2023-06-22,Teen And Up Audiences,ao3
Je ne deviendrais pas une Sorcière,2023-06-22,Teen And Up Audiences,ao3
Fear the Cute Ones: A Closer Look at Incubator Biology,2023-06-22,Teen And Up Audiences,ao3
A wish written in regret,2023-06-22,Teen And Up Audiences,ao3
Wheel of the Year,2023-06-21,Teen And Up Audiences,ao3
I Am a Murderer…,2023-06-19,Teen And Up Audiences,ao3
Bad Day,2023-06-19,General Audiences,ao3
Tired,2023-06-19,Teen And Up Audiences,ao3
Danganronpa V177013 WOAH SO MUCH DESPAIR 😩,2023-06-19,Not Rated,ao3
Day 18: Daisies,2023-06-18,General Audiences,ao3
Puella Magi Side Story: Classic Records,2023-06-18,Not Rated,ao3
Cross walks and crossed hearts and hope to die/Silver clouds with grey linings (hopefully a temp. title),2023-06-18,Teen And Up Audiences,ao3
Unforgiven Wishes,2023-06-18,Mature,ao3
feedback,2023-06-17,Mature,ao3
A Single Moment,2023-06-17,Teen And Up Audiences,ao3
Kwami Magi Homura Magica Abridged,2023-06-16,Teen And Up Audiences,ao3
Plan 47,2023-06-16,Teen And Up Audiences,ao3
Where She Calls Home,2023-06-16,General Audiences,ao3
The Great Crossover Story 2,2023-06-16,General Audiences,ao3
Your fears always catch up with you,2023-06-15,General Audiences,ao3
Hunter,2023-06-15,Mature,ao3
Madoka and Homura work at Freddy Fazbear’s Pizzaria,2023-06-14,Teen And Up Audiences,ao3
Utopia,2023-06-14,General Audiences,ao3
The Seers,2023-06-13,Mature,ao3
Renatus Pythonissam Sakura Magica,2023-06-13,Teen And Up Audiences,ao3
Only An Unconvincing Facsimile,2023-06-13,Teen And Up Audiences,ao3
The Soulmate Timeline,2023-06-12,General Audiences,ao3
Strawberry Fields Forever,2023-06-12,Not Rated,ao3
— aconitum,2023-06-12,Teen And Up Audiences,ao3
KonoNana Drabbles,2023-06-12,General Audiences,ao3
An amalgamation of fandoms (Aru is love yum Yuno badd),2023-06-11,General Audiences,ao3
Shut up,2023-06-11,Not Rated,ao3
Bound By the Ribbon of Fate,2023-06-11,Teen And Up Audiences,ao3
Ikumi's Bad Day at Work (written by Ai-chan),2023-06-11,General Audiences,ao3
from the bitter cold unveils shimmering gold,2023-06-10,Not Rated,ao3
"My dearest, Sayaka",2023-06-09,Teen And Up Audiences,ao3
You’re mine,2023-06-09,Teen And Up Audiences,ao3
Showered In Affection,2023-06-09,Mature,ao3
Kwami Magi Homura Magica,2023-06-08,Teen And Up Audiences,ao3
Mami Makes Toast,2023-06-07,General Audiences,ao3
Some Surprises sweep you off your feet,2023-06-07,Teen And Up Audiences,ao3
Puer Magus: Life in Another World,2023-06-06,Mature,ao3
"Fragile, handle with care",2023-06-06,Teen And Up Audiences,ao3
【红黑】特异点,2023-06-05,Mature,ao3
Dragon Ball Z:Magica- Homura Sister of Vegeta,2023-06-05,Explicit,ao3
Timeloop Number 75,2023-06-04,Mature,ao3
Hope's Bloom (and the Thorns of Despair),2023-06-04,Not Rated,ao3
Her Seven Deadly Sins,2023-06-03,Teen And Up Audiences,ao3
Tuning Twisted Strings,2023-06-03,General Audiences,ao3
The Ordinary Life of Saiki Kusuo,2023-06-03,Teen And Up Audiences,ao3
Without You This Loop Is,2023-06-02,Teen And Up Audiences,ao3
Two,2023-06-03,Teen And Up Audiences,ao3
A magical being?,2023-06-02,Not Rated,ao3
Uncertainty Propagation,2023-06-02,Teen And Up Audiences,ao3
Parallel Worlds Record,2023-06-02,Teen And Up Audiences,ao3
"please, please (let me get what i want this time)",2023-06-02,Not Rated,ao3
The Hitomi House,2023-06-01,General Audiences,ao3
cabin au,2023-06-01,General Audiences,ao3
Second Chances: Dubious Strangers,2023-05-31,Teen And Up Audiences,ao3
Toyo☆Magica Part 1: Champion of Tzeentch,2023-06-01,Teen And Up Audiences,ao3
Forget Me Not,2023-05-31,Teen And Up Audiences,ao3
"charlotte the dessert ""toppin""",2023-05-30,Not Rated,ao3
little white dove (cradled by a magia martyr),2023-05-30,General Audiences,ao3
Magical Girls Support Group,2023-05-29,Teen And Up Audiences,ao3
The Disciples,2023-05-29,Teen And Up Audiences,ao3
"What's in a Name?: The Use of ""Puella Magi"" in English-Language PMMM Fanworks",2023-05-29,Teen And Up Audiences,ao3
the death of peace of mind,2023-05-29,Mature,ao3
Wish for love (at the expense of self),2023-05-27,Teen And Up Audiences,ao3
Magical Differences,2023-05-28,Mature,ao3
Boiling Magi Odalia Magica,2023-05-28,General Audiences,ao3
For What It's Worth,2023-05-27,Teen And Up Audiences,ao3
[Fanvid] I'm Not Afraid of Anything,2023-05-26,Teen And Up Audiences,ao3
Drunken Escapades,2023-05-26,Explicit,ao3
"Vindicated Sin, Perennial Atonement",2023-05-25,Teen And Up Audiences,ao3
Peligrosa Obsesión,2023-05-25,General Audiences,ao3
Make a Mami Out Of You,2023-05-25,Explicit,ao3
世事无常,2023-05-24,Explicit,ao3
Two School Girls in the Park,2023-05-23,Teen And Up Audiences,ao3
Last Resort,2023-05-23,Teen And Up Audiences,ao3
Hikikomori Daze,2023-05-22,Teen And Up Audiences,ao3
Missing Faybelle,2023-05-22,Teen And Up Audiences,ao3
One Wish on the Pleiades,2023-05-21,Explicit,ao3
Seconds for The Goddess,2023-05-21,Explicit,ao3
Halfway Across the World,2023-05-21,Teen And Up Audiences,ao3
march martyr,2023-05-21,Not Rated,ao3
The Hereafter Story,2023-05-20,Teen And Up Audiences,ao3
Tickle the ivories,2023-05-20,General Audiences,ao3
Puella Magi: Sonic The Hedgehog 2: Rebellion,2023-05-19,Not Rated,ao3
Second Grade Science,2023-05-19,Teen And Up Audiences,ao3
Spawns of Grief,2023-05-18,Teen And Up Audiences,ao3
Decks,2023-05-18,Explicit,ao3
A Magical Girl's Obscure Sorrows,2023-05-17,General Audiences,ao3
Trauma Quintet!!,2023-05-17,Teen And Up Audiences,ao3
Teasing the zombie,2023-05-16,Mature,ao3
"a stellaron, guided by the law of cycles herself",2023-05-15,Not Rated,ao3
Project Guardian,2023-05-14,Explicit,ao3
Flying Home,2023-05-13,Teen And Up Audiences,ao3
Anachronism,2023-05-13,General Audiences,ao3
Puella death reviews,2023-05-12,Teen And Up Audiences,ao3
Of Desperation And Accidents,2023-05-12,Not Rated,ao3
Sayaka's Fourth wall Monologue,2023-05-12,Teen And Up Audiences,ao3
auditorium,2023-05-12,General Audiences,ao3
Heroic from the soul,2023-05-11,Teen And Up Audiences,ao3
Astral Aeon or Celestial Concept?,2023-05-11,General Audiences,ao3
To the Stars,2023-05-11,Teen And Up Audiences,ao3
Tales of a Guardian,2023-05-10,Mature,ao3
Raspberry Flavor Sorrows,2023-05-10,Teen And Up Audiences,ao3
A Soul of Dust and Eternity,2023-05-10,Teen And Up Audiences,ao3
I Just Wanted An Adventure,2023-05-09,General Audiences,ao3
Legend Realm -Battle Cats-,2023-05-09,Teen And Up Audiences,ao3
In That Hospital Room With You,2023-05-09,General Audiences,ao3
Cerasus Flores Bolsillo Magica,2023-05-08,General Audiences,ao3
Return to Sender,2023-05-08,Teen And Up Audiences,ao3
covering up the wound that's been gouged at,2023-05-07,Teen And Up Audiences,ao3
The Witch of the Biaxial Library,2023-05-07,Teen And Up Audiences,ao3
Homura Without Madoka,2023-05-06,General Audiences,ao3
Puella Furia Dark Magica,2023-05-06,Teen And Up Audiences,ao3
Puer Magi: Aeternus,2023-05-04,Teen And Up Audiences,ao3
Orrery,2023-05-04,Teen And Up Audiences,ao3
Puella Magi New Kids Magica (or: Meguca on the Rock),2023-05-04,Teen And Up Audiences,ao3
Multiverse in Madness,2023-05-04,Not Rated,ao3
"Upon a Shooting☆Star (Wish, hero!)",2023-05-04,General Audiences,ao3
Lost World or Vision of the Future?: The PMMM Concept Movie Trailer,2023-05-03,Teen And Up Audiences,ao3
Joining a Club,2023-05-02,Explicit,ao3
Time and Time Again,2023-05-02,Teen And Up Audiences,ao3
and Pharaoh's heart was hardened,2023-05-02,Not Rated,ao3
unexpected,2023-05-02,General Audiences,ao3
Boughs,2023-05-02,General Audiences,ao3
"Hidden Pasts, Present Secrets",2023-05-01,Teen And Up Audiences,ao3
The Five Stages of Grief,2023-05-01,General Audiences,ao3
"If it means to see her smile, then I'll endure the suffering",2023-05-01,Teen And Up Audiences,ao3
Pueri Magia Contra Machina,2023-05-01,Mature,ao3
The Night Parade of One Hundred Witches,2023-04-30,Teen And Up Audiences,ao3
Back to the Fire 'AMV',2023-04-30,Teen And Up Audiences,ao3
小圆☆魔力新剧场版：Q（まどか☆マギカ新劇場版：  Q）,2023-04-30,General Audiences,ao3
